time;target;date
6;292.764;18.06.2022
7;315.649;18.06.2022
8;347.187;18.06.2022
9;395.725;18.06.2022
10;428.689;18.06.2022
11;448.417;18.06.2022
12;451.783;18.06.2022
13;449.19;18.06.2022
14;446.734;18.06.2022
15;441.611;18.06.2022
16;438.352;18.06.2022
17;436.976;18.06.2022
18;436.946;18.06.2022
19;435.635;18.06.2022
20;428.952;18.06.2022
21;421.759;18.06.2022
22;425.332;18.06.2022
23;418.498;18.06.2022
0;384.429;19.06.2022
1;349.996;19.06.2022
2;324.651;19.06.2022
3;311.27;19.06.2022
4;295.94;19.06.2022
5;282.779;19.06.2022
6;287.724;19.06.2022
7;304.597;19.06.2022
8;333.001;19.06.2022
9;377.364;19.06.2022
10;413.772;19.06.2022
11;433.482;19.06.2022
12;436.058;19.06.2022
13;433.509;19.06.2022
14;428.678;19.06.2022
15;424.181;19.06.2022
16;423.014;19.06.2022
17;424.919;19.06.2022
18;426.586;19.06.2022
19;435.179;19.06.2022
20;436.2;19.06.2022
21;434.631;19.06.2022
22;446.705;19.06.2022
23;424.837;19.06.2022
0;378.179;20.06.2022
1;340.805;20.06.2022
2;317.103;20.06.2022
3;307.332;20.06.2022
4;295.137;20.06.2022
5;284.888;20.06.2022
6;296.171;20.06.2022
7;333.55;20.06.2022
8;376.927;20.06.2022
9;426.973;20.06.2022
10;458.767;20.06.2022
11;472.097;20.06.2022
12;474.599;20.06.2022
13;471.639;20.06.2022
14;475.375;20.06.2022
15;472.204;20.06.2022
16;470.724;20.06.2022
17;463.645;20.06.2022
18;459.605;20.06.2022
19;463.762;20.06.2022
20;454.922;20.06.2022
21;447.205;20.06.2022
22;450.339;20.06.2022
23;430.762;20.06.2022
0;387.114;21.06.2022
1;348.969;21.06.2022
2;328.02;21.06.2022
3;322.378;21.06.2022
4;310.584;21.06.2022
5;298.476;21.06.2022
6;308.566;21.06.2022
7;344.376;21.06.2022
8;390.272;21.06.2022
9;444.632;21.06.2022
10;477.308;21.06.2022
11;494.68;21.06.2022
12;498.86;21.06.2022
13;489.312;21.06.2022
14;485.835;21.06.2022
15;479.929;21.06.2022
16;476.11;21.06.2022
17;468.239;21.06.2022
18;458.893;21.06.2022
19;455.348;21.06.2022
20;446.681;21.06.2022
21;440.273;21.06.2022
22;445.777;21.06.2022
23;442.319;21.06.2022
0;397.506;22.06.2022
1;358.061;22.06.2022
2;333.49;22.06.2022
3;322.252;22.06.2022
4;308.583;22.06.2022
5;299.358;22.06.2022
6;311.154;22.06.2022
7;349.476;22.06.2022
8;393.866;22.06.2022
9;443.658;22.06.2022
10;472.111;22.06.2022
11;481.682;22.06.2022
12;481.334;22.06.2022
13;474.385;22.06.2022
14;475.529;22.06.2022
15;473.028;22.06.2022
16;468.709;22.06.2022
17;463.167;22.06.2022
18;457.418;22.06.2022
19;450.494;22.06.2022
20;440.437;22.06.2022
21;433.031;22.06.2022
22;439.119;22.06.2022
23;437.96;22.06.2022
0;395.799;23.06.2022
1;352.599;23.06.2022
2;328.426;23.06.2022
3;315.535;23.06.2022
4;300.459;23.06.2022
5;290.174;23.06.2022
6;302.013;23.06.2022
7;341.756;23.06.2022
8;389.149;23.06.2022
9;440.203;23.06.2022
10;470.263;23.06.2022
11;481.848;23.06.2022
12;481.449;23.06.2022
13;475.514;23.06.2022
14;479.151;23.06.2022
15;476.706;23.06.2022
16;474.547;23.06.2022
17;468.594;23.06.2022
18;460.517;23.06.2022
19;453.478;23.06.2022
20;443.782;23.06.2022
21;433.081;23.06.2022
22;442.089;23.06.2022
23;441.089;23.06.2022
0;398.073;24.06.2022
1;354.146;24.06.2022
2;330.322;24.06.2022
3;315.857;24.06.2022
4;302.523;24.06.2022
5;291.783;24.06.2022
6;301.773;24.06.2022
7;343.967;24.06.2022
8;390.659;24.06.2022
9;444.524;24.06.2022
10;476.758;24.06.2022
11;490.075;24.06.2022
12;489.943;24.06.2022
13;483.761;24.06.2022
14;487.918;24.06.2022
15;485.534;24.06.2022
16;481.449;24.06.2022
17;473.644;24.06.2022
18;466.404;24.06.2022
19;456.993;24.06.2022
20;445.443;24.06.2022
21;435.08;24.06.2022
22;441.401;24.06.2022
23;440.485;24.06.2022
0;402.759;25.06.2022
1;361.51;25.06.2022
2;332.027;25.06.2022
3;317.659;25.06.2022
4;302.248;25.06.2022
5;289.348;25.06.2022
6;294.123;25.06.2022
7;320.181;25.06.2022
8;356.021;25.06.2022
9;405.196;25.06.2022
10;439.444;25.06.2022
11;458.583;25.06.2022
12;461.402;25.06.2022
13;458.114;25.06.2022
14;455.968;25.06.2022
15;453.095;25.06.2022
16;451.076;25.06.2022
17;446.416;25.06.2022
18;442.4;25.06.2022
19;438.229;25.06.2022
20;430.755;25.06.2022
21;423.205;25.06.2022
22;428.609;25.06.2022
23;433.586;25.06.2022
0;395.972;26.06.2022
1;357.243;26.06.2022
2;329.636;26.06.2022
3;314.725;26.06.2022
4;298.642;26.06.2022
5;284.255;26.06.2022
6;291.669;26.06.2022
7;310.837;26.06.2022
8;341.491;26.06.2022
9;390.176;26.06.2022
10;426.622;26.06.2022
11;451.846;26.06.2022
12;455.18;26.06.2022
13;455.059;26.06.2022
14;453.677;26.06.2022
15;451.056;26.06.2022
16;449.875;26.06.2022
17;448.879;26.06.2022
18;447.15;26.06.2022
19;443.483;26.06.2022
20;434.601;26.06.2022
21;431.003;26.06.2022
22;440.552;26.06.2022
23;441.231;26.06.2022
0;399.423;27.06.2022
1;355.949;27.06.2022
2;329.672;27.06.2022
3;316.572;27.06.2022
4;300.392;27.06.2022
5;289.498;27.06.2022
6;301.937;27.06.2022
7;339.934;27.06.2022
8;392.317;27.06.2022
9;450.207;27.06.2022
10;488.033;27.06.2022
11;505.564;27.06.2022
12;508.525;27.06.2022
13;504.711;27.06.2022
14;507.092;27.06.2022
15;504.254;27.06.2022
16;501.007;27.06.2022
17;496.204;27.06.2022
18;481.727;27.06.2022
19;474.787;27.06.2022
20;462.42;27.06.2022
21;451.653;27.06.2022
22;457.771;27.06.2022
23;456.538;27.06.2022
0;409.828;28.06.2022
1;365.608;28.06.2022
2;336.928;28.06.2022
3;325.093;28.06.2022
4;310.928;28.06.2022
5;301.537;28.06.2022
6;313.081;28.06.2022
7;349.074;28.06.2022
8;396.829;28.06.2022
9;458.571;28.06.2022
10;496.827;28.06.2022
11;512.245;28.06.2022
12;513.381;28.06.2022
13;510.42;28.06.2022
14;511.844;28.06.2022
15;508.872;28.06.2022
16;501.612;28.06.2022
17;489.202;28.06.2022
18;474.345;28.06.2022
19;463.454;28.06.2022
20;451.559;28.06.2022
21;445.506;28.06.2022
22;448.03;28.06.2022
23;435.414;28.06.2022
0;390.034;29.06.2022
1;351.475;29.06.2022
2;327.666;29.06.2022
3;315.663;29.06.2022
4;306.604;29.06.2022
5;293.843;29.06.2022
6;301.936;29.06.2022
7;337.809;29.06.2022
8;382.297;29.06.2022
9;431.656;29.06.2022
10;466.157;29.06.2022
11;481.214;29.06.2022
12;483.093;29.06.2022
13;477.796;29.06.2022
14;480.009;29.06.2022
15;477.061;29.06.2022
16;475.199;29.06.2022
17;470.752;29.06.2022
18;458.741;29.06.2022
19;455.221;29.06.2022
20;445.384;29.06.2022
21;435.557;29.06.2022
22;440.989;29.06.2022
23;438.069;29.06.2022
0;394.942;30.06.2022
1;354.216;30.06.2022
2;328.809;30.06.2022
3;316.542;30.06.2022
4;304.104;30.06.2022
5;293.232;30.06.2022
6;303.268;30.06.2022
7;339.322;30.06.2022
8;386.958;30.06.2022
9;439.938;30.06.2022
10;476.17;30.06.2022
11;490.34;30.06.2022
12;489.866;30.06.2022
13;487.564;30.06.2022
14;491.279;30.06.2022
15;496.526;30.06.2022
16;494.841;30.06.2022
17;490.436;30.06.2022
18;478.741;30.06.2022
19;471.189;30.06.2022
20;460.4;30.06.2022
21;458.913;30.06.2022
22;464.215;30.06.2022
23;443.947;30.06.2022
0;394.419;01.07.2022
1;353.421;01.07.2022
2;329.368;01.07.2022
3;316.898;01.07.2022
4;309.011;01.07.2022
5;296.045;01.07.2022
6;306.707;01.07.2022
7;341.627;01.07.2022
8;384.725;01.07.2022
9;440.105;01.07.2022
10;479.257;01.07.2022
11;497.124;01.07.2022
12;501.222;01.07.2022
13;495.813;01.07.2022
14;498.691;01.07.2022
15;488.673;01.07.2022
16;485.56;01.07.2022
17;476.509;01.07.2022
18;469.242;01.07.2022
19;463.427;01.07.2022
20;449.483;01.07.2022
21;438.826;01.07.2022
22;446.572;01.07.2022
23;434.565;01.07.2022
0;391.953;02.07.2022
1;351.653;02.07.2022
2;324.036;02.07.2022
3;311.858;02.07.2022
4;301.919;02.07.2022
5;287.0;02.07.2022
6;290.219;02.07.2022
7;310.092;02.07.2022
8;343.302;02.07.2022
9;388.54;02.07.2022
10;422.561;02.07.2022
11;444.467;02.07.2022
12;446.913;02.07.2022
13;444.12;02.07.2022
14;439.688;02.07.2022
15;431.578;02.07.2022
16;429.49;02.07.2022
17;423.984;02.07.2022
18;423.794;02.07.2022
19;418.443;02.07.2022
20;410.084;02.07.2022
21;399.81;02.07.2022
22;404.919;02.07.2022
23;408.642;02.07.2022
0;373.404;03.07.2022
1;336.271;03.07.2022
2;313.355;03.07.2022
3;301.302;03.07.2022
4;288.819;03.07.2022
5;273.395;03.07.2022
6;275.699;03.07.2022
7;292.147;03.07.2022
8;319.759;03.07.2022
9;363.745;03.07.2022
10;401.147;03.07.2022
11;421.421;03.07.2022
12;426.227;03.07.2022
13;423.74;03.07.2022
14;422.991;03.07.2022
15;418.785;03.07.2022
16;417.879;03.07.2022
17;418.036;03.07.2022
18;419.251;03.07.2022
19;418.852;03.07.2022
20;412.116;03.07.2022
21;407.67;03.07.2022
22;416.99;03.07.2022
23;418.594;03.07.2022
0;376.18;04.07.2022
1;334.71;04.07.2022
2;309.8;04.07.2022
3;299.108;04.07.2022
4;287.871;04.07.2022
5;275.842;04.07.2022
6;286.264;04.07.2022
7;321.218;04.07.2022
8;368.664;04.07.2022
9;424.287;04.07.2022
10;461.585;04.07.2022
11;477.171;04.07.2022
12;480.547;04.07.2022
13;475.299;04.07.2022
14;478.604;04.07.2022
15;476.94;04.07.2022
16;474.878;04.07.2022
17;468.761;04.07.2022
18;457.791;04.07.2022
19;448.586;04.07.2022
20;437.124;04.07.2022
21;427.912;04.07.2022
22;436.059;04.07.2022
23;426.545;04.07.2022
0;378.439;05.07.2022
1;337.271;05.07.2022
2;312.818;05.07.2022
3;301.312;05.07.2022
4;288.23;05.07.2022
5;276.559;05.07.2022
6;287.116;05.07.2022
7;325.27;05.07.2022
8;372.0;05.07.2022
9;425.772;05.07.2022
10;457.91;05.07.2022
11;470.121;05.07.2022
12;472.739;05.07.2022
13;466.573;05.07.2022
14;466.791;05.07.2022
15;468.288;05.07.2022
16;466.668;05.07.2022
17;458.03;05.07.2022
18;443.862;05.07.2022
19;439.243;05.07.2022
20;429.587;05.07.2022
21;423.537;05.07.2022
22;431.851;05.07.2022
23;417.861;05.07.2022
0;373.116;06.07.2022
1;335.083;06.07.2022
2;310.238;06.07.2022
3;300.039;06.07.2022
4;289.347;06.07.2022
5;277.115;06.07.2022
6;286.286;06.07.2022
7;321.448;06.07.2022
8;364.394;06.07.2022
9;417.413;06.07.2022
10;449.736;06.07.2022
11;463.682;06.07.2022
12;464.229;06.07.2022
13;457.745;06.07.2022
14;460.709;06.07.2022
15;458.458;06.07.2022
16;457.494;06.07.2022
17;451.617;06.07.2022
18;440.425;06.07.2022
19;436.127;06.07.2022
20;427.6;06.07.2022
21;419.753;06.07.2022
22;429.283;06.07.2022
23;418.299;06.07.2022
0;373.419;07.07.2022
1;333.988;07.07.2022
2;310.354;07.07.2022
3;301.255;07.07.2022
4;290.152;07.07.2022
5;279.006;07.07.2022
6;287.498;07.07.2022
7;321.593;07.07.2022
8;364.476;07.07.2022
9;413.372;07.07.2022
10;441.03;07.07.2022
11;456.35;07.07.2022
12;458.097;07.07.2022
13;451.478;07.07.2022
14;453.403;07.07.2022
15;451.949;07.07.2022
16;449.235;07.07.2022
17;444.881;07.07.2022
18;438.174;07.07.2022
19;434.408;07.07.2022
20;427.583;07.07.2022
21;424.219;07.07.2022
22;431.369;07.07.2022
23;412.837;07.07.2022
0;368.385;08.07.2022
1;330.691;08.07.2022
2;309.632;08.07.2022
3;298.139;08.07.2022
4;288.968;08.07.2022
5;276.882;08.07.2022
6;286.661;08.07.2022
7;321.394;08.07.2022
8;363.596;08.07.2022
9;413.281;08.07.2022
10;443.593;08.07.2022
11;457.541;08.07.2022
12;460.623;08.07.2022
13;457.414;08.07.2022
14;456.727;08.07.2022
15;451.825;08.07.2022
16;445.924;08.07.2022
17;439.498;08.07.2022
18;430.447;08.07.2022
19;427.715;08.07.2022
20;417.841;08.07.2022
21;410.931;08.07.2022
22;419.936;08.07.2022
23;414.941;08.07.2022
0;376.394;09.07.2022
1;339.309;09.07.2022
2;313.057;09.07.2022
3;300.481;09.07.2022
4;289.652;09.07.2022
5;274.444;09.07.2022
6;278.734;09.07.2022
7;299.024;09.07.2022
8;329.885;09.07.2022
9;371.986;09.07.2022
10;408.619;09.07.2022
11;427.17;09.07.2022
12;429.307;09.07.2022
13;426.369;09.07.2022
14;423.349;09.07.2022
15;418.995;09.07.2022
16;414.733;09.07.2022
17;411.631;09.07.2022
18;408.27;09.07.2022
19;405.058;09.07.2022
20;395.578;09.07.2022
21;391.494;09.07.2022
22;402.473;09.07.2022
23;399.311;09.07.2022
0;365.647;10.07.2022
1;332.898;10.07.2022
2;307.964;10.07.2022
3;295.344;10.07.2022
4;286.029;10.07.2022
5;270.97;10.07.2022
6;272.568;10.07.2022
7;287.74;10.07.2022
8;313.118;10.07.2022
9;355.381;10.07.2022
10;393.178;10.07.2022
11;417.806;10.07.2022
12;422.708;10.07.2022
13;425.013;10.07.2022
14;424.829;10.07.2022
15;420.618;10.07.2022
16;420.184;10.07.2022
17;414.902;10.07.2022
18;412.628;10.07.2022
19;411.46;10.07.2022
20;405.425;10.07.2022
21;410.842;10.07.2022
22;425.795;10.07.2022
23;409.905;10.07.2022
0;367.068;11.07.2022
1;328.451;11.07.2022
2;305.643;11.07.2022
3;294.33;11.07.2022
4;283.832;11.07.2022
5;271.554;11.07.2022
6;281.063;11.07.2022
7;315.721;11.07.2022
8;357.68;11.07.2022
9;408.85;11.07.2022
10;444.093;11.07.2022
11;457.934;11.07.2022
12;460.953;11.07.2022
13;456.459;11.07.2022
14;454.028;11.07.2022
15;453.316;11.07.2022
16;450.746;11.07.2022
17;442.638;11.07.2022
18;435.178;11.07.2022
19;432.589;11.07.2022
20;426.298;11.07.2022
21;419.91;11.07.2022
22;430.732;11.07.2022
23;418.881;11.07.2022
0;374.433;12.07.2022
1;332.842;12.07.2022
2;309.744;12.07.2022
3;298.481;12.07.2022
4;290.616;12.07.2022
5;276.233;12.07.2022
6;284.765;12.07.2022
7;317.449;12.07.2022
8;360.544;12.07.2022
9;411.529;12.07.2022
10;443.418;12.07.2022
11;457.116;12.07.2022
12;459.192;12.07.2022
13;455.94;12.07.2022
14;461.995;12.07.2022
15;459.22;12.07.2022
16;457.042;12.07.2022
17;453.842;12.07.2022
18;448.856;12.07.2022
19;447.458;12.07.2022
20;444.584;12.07.2022
21;438.201;12.07.2022
22;434.306;12.07.2022
23;412.286;12.07.2022
0;368.716;13.07.2022
1;333.083;13.07.2022
2;311.505;13.07.2022
3;302.137;13.07.2022
4;294.598;13.07.2022
5;283.317;13.07.2022
6;290.53;13.07.2022
7;325.451;13.07.2022
8;367.222;13.07.2022
9;418.69;13.07.2022
10;454.423;13.07.2022
11;467.815;13.07.2022
12;467.694;13.07.2022
13;463.947;13.07.2022
14;467.075;13.07.2022
15;464.49;13.07.2022
16;459.888;13.07.2022
17;456.268;13.07.2022
18;447.619;13.07.2022
19;442.664;13.07.2022
20;432.731;13.07.2022
21;423.603;13.07.2022
22;433.759;13.07.2022
23;427.913;13.07.2022
0;379.991;14.07.2022
1;337.685;14.07.2022
2;313.37;14.07.2022
3;301.326;14.07.2022
4;291.465;14.07.2022
5;277.379;14.07.2022
6;288.008;14.07.2022
7;322.208;14.07.2022
8;365.837;14.07.2022
9;417.52;14.07.2022
10;449.208;14.07.2022
11;462.846;14.07.2022
12;462.648;14.07.2022
13;456.105;14.07.2022
14;456.588;14.07.2022
15;453.318;14.07.2022
16;449.0;14.07.2022
17;446.081;14.07.2022
18;436.551;14.07.2022
19;433.277;14.07.2022
20;428.925;14.07.2022
21;422.468;14.07.2022
22;433.124;14.07.2022
23;419.804;14.07.2022
0;374.761;15.07.2022
1;337.102;15.07.2022
2;313.654;15.07.2022
3;302.823;15.07.2022
4;294.298;15.07.2022
5;282.952;15.07.2022
6;292.097;15.07.2022
7;328.2;15.07.2022
8;368.493;15.07.2022
9;418.462;15.07.2022
10;451.618;15.07.2022
11;463.661;15.07.2022
12;464.477;15.07.2022
13;458.275;15.07.2022
14;459.317;15.07.2022
15;460.359;15.07.2022
16;454.695;15.07.2022
17;451.887;15.07.2022
18;445.612;15.07.2022
19;442.139;15.07.2022
20;430.144;15.07.2022
21;422.178;15.07.2022
22;432.618;15.07.2022
23;423.732;15.07.2022
0;386.428;16.07.2022
1;346.884;16.07.2022
2;323.603;16.07.2022
3;309.184;16.07.2022
4;300.954;16.07.2022
5;283.433;16.07.2022
6;285.299;16.07.2022
7;307.167;16.07.2022
8;338.354;16.07.2022
9;385.799;16.07.2022
10;422.701;16.07.2022
11;442.362;16.07.2022
12;445.872;16.07.2022
13;445.707;16.07.2022
14;451.889;16.07.2022
15;444.946;16.07.2022
16;441.087;16.07.2022
17;439.912;16.07.2022
18;437.812;16.07.2022
19;435.546;16.07.2022
20;423.805;16.07.2022
21;422.879;16.07.2022
22;431.526;16.07.2022
23;418.585;16.07.2022
0;379.849;17.07.2022
1;346.042;17.07.2022
2;322.319;17.07.2022
3;307.608;17.07.2022
4;298.437;17.07.2022
5;283.456;17.07.2022
6;285.475;17.07.2022
7;301.387;17.07.2022
8;328.768;17.07.2022
9;369.782;17.07.2022
10;406.819;17.07.2022
11;427.515;17.07.2022
12;432.426;17.07.2022
13;429.985;17.07.2022
14;426.936;17.07.2022
15;422.919;17.07.2022
16;419.906;17.07.2022
17;421.542;17.07.2022
18;422.193;17.07.2022
19;423.438;17.07.2022
20;417.689;17.07.2022
21;419.266;17.07.2022
22;436.1;17.07.2022
23;421.789;17.07.2022
0;378.336;18.07.2022
1;340.39;18.07.2022
2;316.735;18.07.2022
3;304.07;18.07.2022
4;297.099;18.07.2022
5;283.649;18.07.2022
6;292.373;18.07.2022
7;327.84;18.07.2022
8;371.097;18.07.2022
9;424.368;18.07.2022
10;457.718;18.07.2022
11;478.427;18.07.2022
12;482.537;18.07.2022
13;476.129;18.07.2022
14;476.55;18.07.2022
15;470.583;18.07.2022
16;470.145;18.07.2022
17;465.686;18.07.2022
18;459.005;18.07.2022
19;460.432;18.07.2022
20;454.453;18.07.2022
21;450.954;18.07.2022
22;456.344;18.07.2022
23;431.085;18.07.2022
0;385.94;19.07.2022
1;349.816;19.07.2022
2;326.746;19.07.2022
3;315.476;19.07.2022
4;309.305;19.07.2022
5;294.649;19.07.2022
6;302.747;19.07.2022
7;336.702;19.07.2022
8;381.267;19.07.2022
9;434.693;19.07.2022
10;468.058;19.07.2022
11;480.34;19.07.2022
12;479.649;19.07.2022
13;474.612;19.07.2022
14;477.894;19.07.2022
15;475.684;19.07.2022
16;476.842;19.07.2022
17;472.241;19.07.2022
18;462.744;19.07.2022
19;456.207;19.07.2022
20;446.385;19.07.2022
21;439.456;19.07.2022
22;455.048;19.07.2022
23;438.144;19.07.2022
0;390.823;20.07.2022
1;349.497;20.07.2022
2;325.028;20.07.2022
3;311.285;20.07.2022
4;303.438;20.07.2022
5;291.779;20.07.2022
6;298.591;20.07.2022
7;332.594;20.07.2022
8;376.123;20.07.2022
9;426.363;20.07.2022
10;460.886;20.07.2022
11;476.788;20.07.2022
12;479.449;20.07.2022
13;474.864;20.07.2022
14;477.077;20.07.2022
15;474.216;20.07.2022
16;475.605;20.07.2022
17;469.783;20.07.2022
18;459.407;20.07.2022
19;454.97;20.07.2022
20;443.371;20.07.2022
21;435.672;20.07.2022
22;450.303;20.07.2022
23;435.435;20.07.2022
0;386.79;21.07.2022
1;346.319;21.07.2022
2;319.544;21.07.2022
3;305.671;21.07.2022
4;296.942;21.07.2022
5;284.286;21.07.2022
6;290.23;21.07.2022
7;327.879;21.07.2022
8;374.369;21.07.2022
9;428.435;21.07.2022
10;462.131;21.07.2022
11;476.968;21.07.2022
12;481.4;21.07.2022
13;474.966;21.07.2022
14;477.833;21.07.2022
15;478.019;21.07.2022
16;479.943;21.07.2022
17;474.783;21.07.2022
18;467.264;21.07.2022
19;460.425;21.07.2022
20;450.792;21.07.2022
21;444.276;21.07.2022
22;461.323;21.07.2022
23;445.842;21.07.2022
0;398.037;22.07.2022
1;355.39;22.07.2022
2;330.287;22.07.2022
3;316.355;22.07.2022
4;307.921;22.07.2022
5;293.756;22.07.2022
6;301.103;22.07.2022
7;336.032;22.07.2022
8;381.46;22.07.2022
9;438.415;22.07.2022
10;475.992;22.07.2022
11;493.246;22.07.2022
12;494.421;22.07.2022
13;490.412;22.07.2022
14;489.024;22.07.2022
15;480.925;22.07.2022
16;484.1;22.07.2022
17;476.355;22.07.2022
18;464.068;22.07.2022
19;453.971;22.07.2022
20;442.253;22.07.2022
21;431.595;22.07.2022
22;446.175;22.07.2022
23;426.689;22.07.2022
0;382.961;23.07.2022
1;344.418;23.07.2022
2;320.394;23.07.2022
3;306.012;23.07.2022
4;297.909;23.07.2022
5;282.28;23.07.2022
6;282.865;23.07.2022
7;304.902;23.07.2022
8;336.191;23.07.2022
9;382.679;23.07.2022
10;420.836;23.07.2022
11;438.727;23.07.2022
12;443.033;23.07.2022
13;439.304;23.07.2022
14;438.193;23.07.2022
15;435.057;23.07.2022
16;431.569;23.07.2022
17;429.821;23.07.2022
18;427.998;23.07.2022
19;423.847;23.07.2022
20;413.948;23.07.2022
21;408.363;23.07.2022
22;419.422;23.07.2022
23;399.917;23.07.2022
0;363.524;24.07.2022
1;328.076;24.07.2022
2;305.67;24.07.2022
3;294.693;24.07.2022
4;286.341;24.07.2022
5;273.056;24.07.2022
6;270.857;24.07.2022
7;285.857;24.07.2022
8;311.624;24.07.2022
9;354.204;24.07.2022
10;390.386;24.07.2022
11;410.603;24.07.2022
12;419.393;24.07.2022
13;417.142;24.07.2022
14;416.91;24.07.2022
15;413.454;24.07.2022
16;410.746;24.07.2022
17;410.433;24.07.2022
18;410.342;24.07.2022
19;409.193;24.07.2022
20;404.259;24.07.2022
21;407.908;24.07.2022
22;426.861;24.07.2022
23;406.902;24.07.2022
0;364.022;25.07.2022
1;326.211;25.07.2022
2;303.526;25.07.2022
3;293.214;25.07.2022
4;286.254;25.07.2022
5;275.365;25.07.2022
6;280.527;25.07.2022
7;317.287;25.07.2022
8;362.59;25.07.2022
9;416.527;25.07.2022
10;450.669;25.07.2022
11;464.514;25.07.2022
12;465.54;25.07.2022
13;462.746;25.07.2022
14;470.63;25.07.2022
15;469.071;25.07.2022
16;470.702;25.07.2022
17;465.52;25.07.2022
18;456.275;25.07.2022
19;448.82;25.07.2022
20;438.273;25.07.2022
21;430.504;25.07.2022
22;445.918;25.07.2022
23;425.013;25.07.2022
0;378.885;26.07.2022
1;337.165;26.07.2022
2;312.555;26.07.2022
3;301.016;26.07.2022
4;293.745;26.07.2022
5;281.308;26.07.2022
6;286.9;26.07.2022
7;321.067;26.07.2022
8;366.159;26.07.2022
9;420.395;26.07.2022
10;453.618;26.07.2022
11;473.082;26.07.2022
12;474.94;26.07.2022
13;471.089;26.07.2022
14;471.008;26.07.2022
15;465.112;26.07.2022
16;465.243;26.07.2022
17;459.831;26.07.2022
18;450.315;26.07.2022
19;444.458;26.07.2022
20;436.013;26.07.2022
21;428.804;26.07.2022
22;442.42;26.07.2022
23;414.912;26.07.2022
0;371.627;27.07.2022
1;332.882;27.07.2022
2;309.944;27.07.2022
3;299.581;27.07.2022
4;293.005;27.07.2022
5;281.179;27.07.2022
6;285.429;27.07.2022
7;318.768;27.07.2022
8;363.209;27.07.2022
9;413.478;27.07.2022
10;442.41;27.07.2022
11;455.436;27.07.2022
12;450.809;27.07.2022
13;447.061;27.07.2022
14;450.28;27.07.2022
15;449.889;27.07.2022
16;448.869;27.07.2022
17;443.941;27.07.2022
18;437.234;27.07.2022
19;436.307;27.07.2022
20;428.426;27.07.2022
21;426.274;27.07.2022
22;436.357;27.07.2022
23;411.853;27.07.2022
0;367.953;28.07.2022
1;330.657;28.07.2022
2;308.53;28.07.2022
3;299.297;28.07.2022
4;292.293;28.07.2022
5;283.064;28.07.2022
6;286.309;28.07.2022
7;319.827;28.07.2022
8;362.262;28.07.2022
9;415.215;28.07.2022
10;446.264;28.07.2022
11;460.554;28.07.2022
12;463.132;28.07.2022
13;462.493;28.07.2022
14;462.209;28.07.2022
15;457.815;28.07.2022
16;457.8;28.07.2022
17;454.525;28.07.2022
18;445.746;28.07.2022
19;442.398;28.07.2022
20;428.863;28.07.2022
21;421.941;28.07.2022
22;439.695;28.07.2022
23;417.288;28.07.2022
0;372.786;29.07.2022
1;333.769;29.07.2022
2;310.507;29.07.2022
3;298.789;29.07.2022
4;293.668;29.07.2022
5;281.845;29.07.2022
6;286.278;29.07.2022
7;320.729;29.07.2022
8;362.851;29.07.2022
9;412.971;29.07.2022
10;440.691;29.07.2022
11;456.817;29.07.2022
12;458.132;29.07.2022
13;451.435;29.07.2022
14;454.524;29.07.2022
15;451.574;29.07.2022
16;451.08;29.07.2022
17;443.518;29.07.2022
18;436.012;29.07.2022
19;430.504;29.07.2022
20;420.472;29.07.2022
21;417.38;29.07.2022
22;435.108;29.07.2022
23;413.86;29.07.2022
0;375.03;30.07.2022
1;336.415;30.07.2022
2;312.564;30.07.2022
3;300.409;30.07.2022
4;292.503;30.07.2022
5;277.897;30.07.2022
6;277.002;30.07.2022
7;297.685;30.07.2022
8;331.646;30.07.2022
9;377.146;30.07.2022
10;414.134;30.07.2022
11;434.517;30.07.2022
12;435.783;30.07.2022
13;431.658;30.07.2022
14;426.406;30.07.2022
15;420.468;30.07.2022
16;418.561;30.07.2022
17;415.402;30.07.2022
18;415.321;30.07.2022
19;411.811;30.07.2022
20;402.97;30.07.2022
21;401.936;30.07.2022
22;421.786;30.07.2022
23;399.961;30.07.2022
0;361.879;31.07.2022
1;327.068;31.07.2022
2;303.717;31.07.2022
3;290.819;31.07.2022
4;284.343;31.07.2022
5;271.236;31.07.2022
6;266.494;31.07.2022
7;283.799;31.07.2022
8;308.699;31.07.2022
9;347.646;31.07.2022
10;385.152;31.07.2022
11;408.711;31.07.2022
12;418.2;31.07.2022
13;418.9;31.07.2022
14;416.619;31.07.2022
15;415.103;31.07.2022
16;416.023;31.07.2022
17;416.799;31.07.2022
18;418.846;31.07.2022
19;420.709;31.07.2022
20;418.903;31.07.2022
21;419.16;31.07.2022
22;426.14;31.07.2022
23;397.472;31.07.2022
0;356.158;01.08.2022
1;322.04;01.08.2022
2;301.173;01.08.2022
3;289.898;01.08.2022
4;284.077;01.08.2022
5;274.975;01.08.2022
6;278.948;01.08.2022
7;313.544;01.08.2022
8;357.945;01.08.2022
9;409.25;01.08.2022
10;442.037;01.08.2022
11;459.622;01.08.2022
12;463.145;01.08.2022
13;459.755;01.08.2022
14;459.248;01.08.2022
15;453.871;01.08.2022
16;450.424;01.08.2022
17;447.104;01.08.2022
18;438.988;01.08.2022
19;435.676;01.08.2022
20;427.144;01.08.2022
21;426.421;01.08.2022
22;439.149;01.08.2022
23;413.93;01.08.2022
0;367.759;02.08.2022
1;330.032;02.08.2022
